,autumn,spring,summer,winter
0,0.1848857142857141,0.338721153846154,0.39625000000000016,0.060316993464052227
1,0.08969153225806448,0.5519196428571429,0.17219444444444443,0.12263157894736838
2,0.062065340909090765,0.8577812500000002,0.19477499999999945,0.01977500000000026
3,0.1337683284457476,0.5851757575757577,0.5898333333333334,0.22747222222222227
4,0.3457666666666667,0.4511428571428572,0.37706250000000013,0.16060130718954235
5,0.2983541666666667,0.40697321428571415,0.05452083333333357,0.05152139037433148
6,0.17386647727272733,0.13562637362637375,0.12799999999999925,0.34054999999999974
7,0.037792929292929316,0.09897619047619034,0.05928571428571372,0.32329411764705873
8,0.08046236559139795,0.02564166666666655,0.050155555555555946,0.20769444444444435
9,0.06735483870967737,0.051696581196581215,0.234309523809524,0.2441111111111111
10,0.088190625,0.02741111111111112,0.03280000000000083,0.3214403409090909
11,0.09218145161290303,0.12514999999999954,0.05905555555555583,0.2821051136363636
12,0.039383333333333354,0.1013333333333333,0.16494999999999993,0.013340277777777796
13,0.026872119815668085,0.016479020979021052,0.20941111111111077,0.009201388888888884
14,0.061807459677419595,0.10992760180995442,0.072925,0.020223039215686352
15,0.09376209677419345,0.001143750000000332,0.2506964285714293,0.1344772727272727
16,0.31413846153846137,0.18463502673796794,0.2500624999999995,0.06125358851674628
17,0.17308823529411765,0.03949999999999998,0.06514285714285738,0.018133928571428592
18,0.07938124999999978,0.07881623931623935,0.1177222222222224,0.06814285714285706
19,0.1271594982078852,0.3101121212121212,0.1795208333333333,0.04983823529411773
20,0.07558333333333317,0.3595859728506789,0.13658749999999975,0.06958928571428567
21,0.03725624999999982,0.133724025974026,0.08431250000000033,0.1458418803418803
22,0.049144886363636335,0.146,0.27472916666666614,0.2293653846153847
23,0.2746033653846153,0.1556153846153848,0.2180090909090909,0.16049107142857139
