,autumn,spring,summer,winter
0,1.4806857142857144,2.815971153846154,3.50625,1.1600947712418304
1,1.4274334677419354,1.732205357142857,2.9086944444444445,0.9086315789473682
2,1.4687528409090909,1.71878125,2.9039749999999995,1.1567749999999997
3,1.4254134897360702,1.6183575757575759,1.8878333333333335,1.1435833333333334
4,1.6476333333333333,1.2768571428571427,1.3740624999999997,0.952045751633987
5,1.6019791666666667,0.9960982142857143,1.1018541666666661,0.8689331550802137
6,1.3516789772727273,0.28891208791208794,0.7440000000000004,0.9164499999999999
7,0.9187626262626263,0.24480952380952384,0.8212857142857138,0.8402941176470589
8,0.6842043010752691,0.29489166666666666,0.7120444444444447,0.8873611111111108
9,0.5486451612903225,0.3319188034188035,1.0569761904761905,0.9207777777777775
10,0.668409375,0.35685555555555537,1.0031999999999994,0.794622159090909
11,0.7515685483870965,0.23185000000000017,0.9043888888888887,0.7078323863636364
12,0.6266499999999999,0.18691666666666687,1.2010500000000004,0.8052152777777779
13,0.7564850230414746,0.2987517482517481,1.0301888888888886,0.8285763888888888
14,0.7238699596774192,0.32054298642533957,0.7216750000000002,0.8503063725490195
15,0.8220120967741935,0.31154375000000023,0.8805535714285713,0.9940227272727273
16,0.9940615384615384,0.20245320855614946,0.7529374999999999,1.067200956937799
17,1.3105882352941176,0.5694999999999998,0.6151428571428572,1.1400089285714288
18,1.49681875,1.0412606837606837,0.7119444444444445,1.0742857142857143
19,1.542062724014337,1.5859787878787879,1.1303541666666665,1.1513382352941175
20,1.5130833333333333,2.2856447963800903,2.0592125,1.1711607142857143
21,1.48844375,2.729366883116883,2.3856874999999995,1.1363803418803418
22,1.4895823863636366,2.7634999999999996,2.8196041666666662,1.2521346153846153
23,1.5371658653846154,2.9137692307692307,2.366190909090909,1.2893660714285713
